Sand_gkg,Clay_gkg,SOM_gkg,Ca_mmolkg,Mg_mmolkg,CEC_Ph7_mmolkg,Sand_gkg_ausente,Clay_gkg_ausente,SOM_gkg_ausente,Ca_mmolkg_ausente,Mg_mmolkg_ausente,CEC_Ph7_mmolkg_ausente,Vegetation,Bioma,Geology,Sampling,MIR_availability,Region
776.0,134.0,17.0,18.6,21.0,26.506,0,0,1,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Igneous Rock,Auger,YES,Northeast
893.0,50.0,7.25,13.0,5.2,44.1,0,0,0,1,1,1,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Profile,NO,Northeast
637.0,240.0,31.7,13.0,5.2,44.1,1,1,0,1,1,1,Seasonal Semideciduous Forest,Caatinga,Metamorphic Rock,Profile,YES,Northeast
637.0,240.0,11.5,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,YES,Northeast
879.0,96.0,34.2,6.3,2.8,81.46,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Igneous Rock,Auger,YES,Northeast
606.0,372.0,62.6,5.6,3.0,96.21,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Igneous Rock,Auger,NO,Northeast
606.0,368.0,76.5,5.8,8.0,140.39,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Sedimentary Rock,Auger,NO,Northeast
51.0,548.0,26.94,100.0,138.66667,52.323,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Sedimentary Rock,Profile,YES,Northeast
876.0,105.0,23.7,13.0,4.0,65.36,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Sedimentary Rock,Auger,NO,Northeast
725.0,150.0,6.9,14.2,12.1,61.1,0,0,0,0,0,0,Seasonal Semideciduous Forest,Mata Atlantica,Metamorphic Rock,Profile,YES,Northeast
637.0,240.0,19.11,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,YES,Northeast
910.0,83.0,18.1,5.9,1.8,25.85,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Sedimentary Rock,Auger,NO,Northeast
637.0,240.0,17.1,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Sedimentary Rock,Profile,YES,Northeast
752.0,224.0,22.4,10.8,7.2,50.72,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Igneous Rock,Auger,NO,Northeast
637.0,240.0,50.4,24.0,25.1,65.46,1,1,0,0,0,0,Steppe,Caatinga,Sedimentary Rock,Profile,NO,Northeast
637.0,240.0,6.2444444,13.0,5.2,44.1,1,1,0,1,1,1,Amazon Rainforest,Amazonia,Sedimentary Rock,Auger,NO,Northeast
637.0,240.0,4.4888887,13.0,5.2,44.1,1,1,0,1,1,1,Amazon Rainforest,Amazonia,Sedimentary Rock,Auger,NO,Northeast
637.0,240.0,35.24,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,YES,Northeast
843.0,128.0,15.8,9.4,4.6,38.92,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Igneous Rock,Auger,NO,Northeast
664.0,258.0,17.0,13.0,5.2,44.1,0,0,1,1,1,1,Steppe,Caatinga,Sedimentary Rock,Profile,NO,Northeast
38.0,243.0,24.85,108.0,1.0,151.54,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Sedimentary Rock,Profile,YES,Northeast
637.0,240.0,4.0,13.0,5.2,44.1,1,1,0,1,1,1,Amazon Rainforest,Amazonia,Sedimentary Rock,Auger,NO,Northeast
637.0,240.0,3.0,13.0,5.2,44.1,1,1,0,1,1,1,Amazon Rainforest,Amazonia,Sedimentary Rock,Auger,NO,Northeast
619.0,364.0,57.2,29.0,12.2,127.71,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Sedimentary Rock,Auger,NO,Northeast
891.0,107.0,16.0,4.4,2.7,20.3,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Igneous Rock,Auger,NO,Northeast
637.0,240.0,6.91,13.0,5.2,44.1,1,1,0,1,1,1,Amazon Rainforest,Amazonia,Sedimentary Rock,Auger,NO,Northeast
637.0,240.0,47.07,13.0,5.2,44.1,1,1,0,1,1,1,Open Ombrophylous Forest,Mata Atlantica,Metamorphic Rock,Profile,YES,Northeast
647.0,170.0,19.31,8.1,9.1,46.2,0,0,0,0,0,0,Seasonal Semideciduous Forest,Mata Atlantica,Metamorphic Rock,Profile,YES,Northeast
658.0,321.0,77.5,26.4,11.8,121.61,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Sedimentary Rock,Auger,YES,Northeast
637.0,240.0,57.25,49.8,4.7,59.98,1,1,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Igneous Rock,Profile,YES,Northeast
637.0,240.0,36.42,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,YES,Northeast
637.0,240.0,10.83,13.0,5.2,44.1,1,1,0,1,1,1,Seasonal Semideciduous Forest,Mata Atlantica,Sedimentary Rock,Profile,YES,Northeast
763.0,90.0,9.56,18.0,23.0,20.158,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Sedimentary Rock,Profile,YES,Northeast
637.0,240.0,5.2222223,13.0,5.2,44.1,1,1,0,1,1,1,Amazon Rainforest,Amazonia,Sedimentary Rock,Auger,NO,Northeast
842.0,142.0,11.9,1.6,1.5,32.18,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Sedimentary Rock,Auger,NO,Northeast
873.0,96.0,11.6,5.6,3.6,32.58,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Igneous Rock,Auger,YES,Northeast
637.0,240.0,4.7555556,13.0,5.2,44.1,1,1,0,1,1,1,Amazon Rainforest,Amazonia,Sedimentary Rock,Auger,NO,Northeast
637.0,240.0,17.29,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,YES,Northeast
670.0,247.0,95.5,5.5,4.3,108.67,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Sedimentary Rock,Auger,NO,Northeast
919.0,14.0,1.9333333,2.0,5.0,20.28,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Profile,NO,Northeast
82.0,483.0,13.38,38.0,1.15,144.19,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Sedimentary Rock,Profile,NO,Northeast
637.0,240.0,31.2,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,YES,Northeast
637.0,240.0,33.62,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Igneous Rock,Profile,YES,Northeast
637.0,240.0,2.7333333,13.0,5.2,44.1,1,1,0,1,1,1,Amazon Rainforest,Amazonia,Sedimentary Rock,Auger,NO,Northeast
724.0,33.0,8.888889,50.0,27.0,104.49,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Sedimentary Rock,Profile,YES,Northeast
637.0,240.0,24.8,23.1,4.3,46.61,1,1,0,0,0,0,Areas of Pioneering Formation,Mata Atlantica,Igneous Rock,Profile,NO,Northeast
37.0,509.0,8.52,130.0,134.66667,53.822,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Sedimentary Rock,Profile,NO,Northeast
745.0,231.0,18.89,13.0,5.2,44.1,0,0,0,1,1,1,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Profile,NO,Northeast
702.0,265.0,43.9,22.8,10.1,88.87,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Igneous Rock,Auger,NO,Northeast
818.0,125.0,7.04,13.0,5.2,44.1,0,0,0,1,1,1,Dense Ombrophylous Forest,Amazonia,Sedimentary Rock,Profile,NO,Northeast
296.0,367.0,17.0,38.3,5.4,44.33,0,0,1,0,0,0,Steppe,Caatinga,Sedimentary Rock,Profile,NO,Northeast
637.0,240.0,19.31,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Igneous Rock,Profile,YES,Northeast
682.0,290.0,92.2,26.2,9.4,113.32,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Sedimentary Rock,Auger,NO,Northeast
870.0,123.0,35.5,2.3,2.4,68.39,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Sedimentary Rock,Auger,NO,Northeast
817.0,158.0,46.6,22.7,10.7,75.81,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Sedimentary Rock,Auger,NO,Northeast
572.0,270.0,25.52,7.1,6.1,66.7,0,0,0,0,0,0,Seasonal Semideciduous Forest,Mata Atlantica,Metamorphic Rock,Profile,YES,Northeast
637.0,240.0,9.5,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Sedimentary Rock,Profile,YES,Northeast
637.0,240.0,32.42,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,YES,Northeast
637.0,240.0,31.45,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,YES,Northeast
637.0,240.0,45.96,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Sedimentary Rock,Profile,YES,Northeast
656.6667,9.0,6.5555553,15.0,30.0,158.09,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Sedimentary Rock,Profile,NO,Northeast
873.0,94.0,25.8,5.9,3.8,43.88,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Igneous Rock,Auger,NO,Northeast
637.0,240.0,23.14,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Igneous Rock,Profile,YES,Northeast
943.0,9.0,14.466666,18.0,24.0,107.78,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Sedimentary Rock,Profile,NO,Northeast
637.0,240.0,2.6666667,13.0,5.2,44.1,1,1,0,1,1,1,Amazon Rainforest,Amazonia,Sedimentary Rock,Auger,NO,Northeast
637.0,240.0,19.42,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,YES,Northeast
637.0,240.0,30.69,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,YES,Northeast
934.0,50.0,6.53,13.0,5.2,44.1,0,0,0,1,1,1,Dense Ombrophylous Forest,Amazonia,Sedimentary Rock,Profile,NO,Northeast
656.0,11.0,3.7777777,18.0,14.0,67.85,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Profile,NO,Northeast
637.0,240.0,15.17,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,YES,Northeast
739.0,227.0,21.1,7.2,6.7,45.87,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Igneous Rock,Auger,NO,Northeast
637.0,240.0,9.533334,13.0,5.2,44.1,1,1,0,1,1,1,Amazon Rainforest,Amazonia,Sedimentary Rock,Auger,NO,Northeast
637.0,240.0,55.33,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,YES,Northeast
637.0,240.0,45.51,13.0,5.2,44.1,1,1,0,1,1,1,Seasonal Semideciduous Forest,Mata Atlantica,Metamorphic Rock,Profile,YES,Northeast
637.0,240.0,37.93,13.0,5.2,44.1,1,1,0,1,1,1,Seasonal Semideciduous Forest,Mata Atlantica,Igneous Rock,Profile,YES,Northeast
581.0,380.0,90.4,2.1,4.9,126.25,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Sedimentary Rock,Auger,NO,Northeast
857.0,127.0,10.88,13.0,5.2,44.1,0,0,0,1,1,1,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Profile,NO,Northeast
637.0,240.0,37.51,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Igneous Rock,Profile,YES,Northeast
637.0,240.0,33.85,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,YES,Northeast
637.0,240.0,16.16,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,YES,Northeast
831.0,155.0,16.0,4.4,4.0,35.94,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Sedimentary Rock,Auger,NO,Northeast
637.0,240.0,34.65,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Igneous Rock,Profile,YES,Northeast
637.0,240.0,50.17,13.0,5.2,44.1,1,1,0,1,1,1,Seasonal Semideciduous Forest,Mata Atlantica,Metamorphic Rock,Profile,YES,Northeast
637.0,240.0,26.38,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Igneous Rock,Profile,YES,Northeast
630.0,284.0,22.06,13.0,5.2,44.1,0,0,0,1,1,1,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Profile,NO,Northeast
637.0,240.0,8.05,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,YES,Northeast
901.0,18.0,3.7777777,5.0,5.0,23.58,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Profile,NO,Northeast
637.0,240.0,56.37,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,YES,Northeast
637.0,240.0,17.45,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,YES,Northeast
637.0,240.0,15.833333,13.0,5.2,44.1,1,1,0,1,1,1,Amazon Rainforest,Amazonia,Sedimentary Rock,Auger,NO,Northeast
843.0,133.0,31.0,3.2,2.9,70.56,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Sedimentary Rock,Auger,NO,Northeast
637.0,240.0,72.75,13.0,5.2,44.1,1,1,0,1,1,1,Dense Ombrophylous Forest,Mata Atlantica,Igneous Rock,Profile,YES,Northeast
637.0,240.0,4.0,13.0,5.2,44.1,1,1,0,1,1,1,Amazon Rainforest,Amazonia,Sedimentary Rock,Auger,NO,Northeast
637.0,240.0,3.6666667,13.0,5.2,44.1,1,1,0,1,1,1,Amazon Rainforest,Amazonia,Sedimentary Rock,Auger,NO,Northeast
637.0,240.0,6.3777776,13.0,5.2,44.1,1,1,0,1,1,1,Amazon Rainforest,Amazonia,Sedimentary Rock,Auger,NO,Northeast
554.0,435.0,47.9,13.2,8.8,77.66,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Igneous Rock,Auger,NO,Northeast
637.0,240.0,19.83,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,YES,Northeast
637.0,240.0,27.43,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,YES,Northeast
69.0,366.0,38.23,70.0,77.0,29.701,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Sedimentary Rock,Profile,NO,Northeast
637.0,240.0,8.5,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,NO,Northeast
720.0,256.0,35.9,10.1,7.0,81.51,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Sedimentary Rock,Auger,NO,Northeast
811.0,161.0,27.1,14.9,6.6,64.04,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Sedimentary Rock,Auger,NO,Northeast
934.0,11.0,13.03,4.0,8.0,25.26,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Sedimentary Rock,Profile,NO,Northeast
637.0,240.0,14.5,13.0,5.2,44.1,1,1,0,1,1,1,Amazon Rainforest,Amazonia,Sedimentary Rock,Auger,NO,Northeast
811.0,174.0,48.4,19.7,5.6,89.84,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Sedimentary Rock,Auger,NO,Northeast
855.0,145.0,44.8,54.9,10.3,89.1,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Sedimentary Rock,Auger,YES,Northeast
637.0,240.0,31.54,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,YES,Northeast
637.0,240.0,25.86,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,YES,Northeast
637.0,240.0,56.03,13.0,5.2,44.1,1,1,0,1,1,1,Dense Ombrophylous Forest,Mata Atlantica,Igneous Rock,Profile,YES,Northeast
637.0,240.0,6.7777777,13.0,5.2,44.1,1,1,0,1,1,1,Amazon Rainforest,Amazonia,Sedimentary Rock,Auger,NO,Northeast
828.0,148.0,75.7,52.9,9.3,137.1,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Sedimentary Rock,Auger,NO,Northeast
637.0,240.0,25.69,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,YES,Northeast
475.0,250.0,33.62,4.0,4.0,70.4,0,0,0,0,0,0,Seasonal Semideciduous Forest,Mata Atlantica,Metamorphic Rock,Profile,YES,Northeast
795.0,150.0,8.04,13.0,5.2,44.1,0,0,0,1,1,1,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Profile,NO,Northeast
637.0,240.0,71.49,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,YES,Northeast
631.0,356.0,75.7,3.8,8.5,112.94,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Igneous Rock,Auger,NO,Northeast
648.0,170.0,13.27,5.1,5.1,35.2,0,0,0,0,0,0,Seasonal Semideciduous Forest,Mata Atlantica,Metamorphic Rock,Profile,YES,Northeast
800.0,181.0,69.1,23.8,7.5,115.14,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Sedimentary Rock,Auger,NO,Northeast
640.6667,240.0,3.4066668,13.0,5.2,44.1,0,1,0,1,1,1,Dense Ombrophylous Forest,Amazonia,Sedimentary Rock,Profile,NO,Northeast
637.0,240.0,31.89,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,YES,Northeast
637.0,240.0,17.45,47.2,15.3,64.35,1,1,0,0,0,0,Areas of Ecological Tension,Caatinga,Sedimentary Rock,Profile,YES,Northeast
637.0,240.0,14.433333,13.0,5.2,44.1,1,1,0,1,1,1,Amazon Rainforest,Amazonia,Sedimentary Rock,Auger,NO,Northeast
637.0,240.0,78.27,13.0,5.2,44.1,1,1,0,1,1,1,Open Ombrophylous Forest,Mata Atlantica,Metamorphic Rock,Profile,YES,Northeast
637.0,240.0,17.19,13.0,5.2,44.1,1,1,0,1,1,1,Areas of Ecological Tension,Caatinga,Metamorphic Rock,Profile,YES,Northeast
637.0,240.0,38.5,13.0,5.2,44.1,1,1,0,1,1,1,Seasonal Semideciduous Forest,Caatinga,Metamorphic Rock,Profile,YES,Northeast
637.0,240.0,17.76,13.0,5.2,44.1,1,1,0,1,1,1,Seasonal Semideciduous Forest,Mata Atlantica,Metamorphic Rock,Profile,YES,Northeast
743.0,228.0,39.9,16.1,4.8,73.23,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Sedimentary Rock,Auger,YES,Northeast
637.0,240.0,84.48,13.0,5.2,44.1,1,1,0,1,1,1,Seasonal Semideciduous Forest,Mata Atlantica,Igneous Rock,Profile,YES,Northeast
172.0,125.0,14.08,27.0,53.0,20.574,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Profile,YES,Northeast
791.0,188.0,9.28,13.0,5.2,44.1,0,0,0,1,1,1,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Profile,NO,Northeast
903.0,70.0,7.8,4.2,1.6,19.95,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Igneous Rock,Auger,NO,Northeast
671.0,303.0,52.7,27.8,15.0,71.05,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Igneous Rock,Auger,NO,Northeast
637.0,240.0,30.0,13.0,5.2,44.1,1,1,0,1,1,1,Open Ombrophylous Forest,Mata Atlantica,Metamorphic Rock,Profile,YES,Northeast
798.0,80.0,11.7,2.7,0.7,6.4,0,0,0,0,0,0,Areas of Pioneering Formation,Caatinga,Igneous Rock,Profile,YES,Northeast
533.0,150.0,20.17,38.4,16.2,102.3,0,0,0,0,0,0,Seasonal Semideciduous Forest,Mata Atlantica,Metamorphic Rock,Profile,YES,Northeast
505.0,45.0,7.3333335,59.0,33.0,118.39,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Sedimentary Rock,Profile,NO,Northeast
637.0,240.0,5.5333333,13.0,5.2,44.1,1,1,0,1,1,1,Amazon Rainforest,Amazonia,Sedimentary Rock,Auger,NO,Northeast
637.0,240.0,62.71,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,YES,Northeast
718.0,265.0,26.3,17.0,9.0,56.46,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Igneous Rock,Auger,NO,Northeast
649.0,285.0,17.0,5.1,2.0,8.37,0,0,1,0,0,0,Steppe,Caatinga,Sedimentary Rock,Profile,NO,Northeast
637.0,240.0,34.72,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,YES,Northeast
574.0,393.0,84.26667,1.7,3.7,180.06,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Sedimentary Rock,Auger,NO,Northeast
868.0,113.0,9.37,13.0,5.2,44.1,0,0,0,1,1,1,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Profile,NO,Northeast
564.0,198.0,19.14,5.1,6.1,53.4,0,0,0,0,0,0,Seasonal Semideciduous Forest,Mata Atlantica,Metamorphic Rock,Profile,YES,Northeast
884.0,30.0,7.3333335,24.0,23.0,117.55,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Profile,NO,Northeast
637.0,240.0,37.93,13.0,5.2,44.1,1,1,0,1,1,1,Seasonal Semideciduous Forest,Mata Atlantica,Sedimentary Rock,Profile,YES,Northeast
928.0,7.0,5.8,18.0,15.0,112.79,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Profile,NO,Northeast
637.0,240.0,51.72,13.0,5.2,44.1,1,1,0,1,1,1,Seasonal Semideciduous Forest,Mata Atlantica,Igneous Rock,Profile,YES,Northeast
637.0,240.0,23.27,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Igneous Rock,Profile,YES,Northeast
844.0,127.0,48.63,13.0,5.2,44.1,0,0,0,1,1,1,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Profile,NO,Northeast
637.0,240.0,32.24,13.0,5.2,44.1,1,1,0,1,1,1,Seasonal Semideciduous Forest,Mata Atlantica,Metamorphic Rock,Profile,YES,Northeast
637.0,240.0,28.62,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,YES,Northeast
658.6667,11.0,22.4,4.9,3.7,40.8,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Sedimentary Rock,Auger,NO,Northeast
737.0,118.0,20.69,23.3,11.1,67.3,0,0,0,0,0,0,Seasonal Semideciduous Forest,Mata Atlantica,Metamorphic Rock,Profile,YES,Northeast
637.0,240.0,44.5,13.0,5.2,44.1,1,1,0,1,1,1,Areas of Ecological Tension,Caatinga,Metamorphic Rock,Profile,YES,Northeast
866.0,130.0,53.2,3.3,4.4,93.16,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Igneous Rock,Auger,YES,Northeast
637.0,240.0,2.6666667,13.0,5.2,44.1,1,1,0,1,1,1,Amazon Rainforest,Amazonia,Sedimentary Rock,Auger,NO,Northeast
741.0,248.0,33.3,12.1,5.9,64.07,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Sedimentary Rock,Auger,YES,Northeast
637.0,240.0,46.16,13.0,5.2,44.1,1,1,0,1,1,1,Seasonal Semideciduous Forest,Mata Atlantica,Metamorphic Rock,Profile,YES,Northeast
720.0,148.0,25.2,119.0,101.0,24.537,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Profile,NO,Northeast
741.0,249.0,36.9,13.9,8.4,103.02,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Sedimentary Rock,Auger,NO,Northeast
637.0,240.0,51.9,26.9,10.5,106.01,1,1,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Sedimentary Rock,Auger,NO,Northeast
637.0,240.0,15.31,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Sedimentary Rock,Profile,YES,Northeast
637.0,240.0,36.04,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,YES,Northeast
637.0,240.0,13.55,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Igneous Rock,Profile,YES,Northeast
637.0,240.0,17.58,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,YES,Northeast
637.0,240.0,28.46,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Sedimentary Rock,Profile,YES,Northeast
954.0,42.0,9.3,3.0,2.2,34.4,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Sedimentary Rock,Auger,YES,Northeast
637.0,240.0,30.16,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,YES,Northeast
637.0,240.0,2.6888888,13.0,5.2,44.1,1,1,0,1,1,1,Amazon Rainforest,Amazonia,Sedimentary Rock,Auger,NO,Northeast
759.0,211.0,74.9,5.0,6.1,110.3,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Sedimentary Rock,Auger,NO,Northeast
637.0,240.0,7.266667,13.0,5.2,44.1,1,1,0,1,1,1,Amazon Rainforest,Amazonia,Sedimentary Rock,Auger,NO,Northeast
644.6667,13.0,5.711111,13.0,5.2,44.1,0,0,0,1,1,1,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Profile,NO,Northeast
688.0,266.0,119.7,17.6,8.3,161.56,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Sedimentary Rock,Auger,NO,Northeast
637.0,240.0,21.88,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Igneous Rock,Profile,YES,Northeast
654.6667,10.0,8.888889,25.0,29.0,100.11,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Sedimentary Rock,Profile,NO,Northeast
637.0,240.0,42.58,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,YES,Northeast
637.0,240.0,4.311111,13.0,5.2,44.1,1,1,0,1,1,1,Amazon Rainforest,Amazonia,Sedimentary Rock,Auger,NO,Northeast
780.0,27.0,5.39,1.0,6.0,17.05,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Sedimentary Rock,Profile,YES,Northeast
637.0,240.0,8.62,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Sedimentary Rock,Profile,YES,Northeast
651.3333,13.333333,11.99,26.0,32.0,38.707,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Sedimentary Rock,Profile,NO,Northeast
644.0,320.0,46.6,29.8,12.7,120.42,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Sedimentary Rock,Auger,NO,Northeast
